epoch,accuracy,f1_score,auc_roc,precision,recall,optimal_threshold,status,evaluation_time
59,0.9351851851851852,0.9375,0.984053497942387,0.9051724137931034,0.9722222222222222,0.06991945,success,4.81
60,0.9953703703703703,0.9953488372093023,1.0,1.0,0.9907407407407407,0.07606171,success,4.74
61,0.9861111111111112,0.9861751152073732,0.9996570644718793,0.981651376146789,0.9907407407407407,0.07030146,success,4.6
62,0.8888888888888888,0.8867924528301887,0.9481310013717421,0.9038461538461539,0.8703703703703703,0.06623082,success,5.11
63,0.9814814814814815,0.9813084112149533,0.9987997256515775,0.9905660377358491,0.9722222222222222,0.0731117,success,4.68
64,0.9722222222222222,0.9716981132075472,0.9960562414266119,0.9903846153846154,0.9537037037037037,0.074021846,success,4.58
65,0.9907407407407407,0.9907407407407407,0.9998285322359396,0.9907407407407407,0.9907407407407407,0.07169097,success,4.77
66,0.9861111111111112,0.9861751152073732,0.9986282578875172,0.981651376146789,0.9907407407407407,0.07095381,success,4.7
67,0.9861111111111112,0.9859154929577464,0.9984567901234568,1.0,0.9722222222222222,0.06733391,success,4.62
68,0.9861111111111112,0.9859154929577464,0.9991426611796983,1.0,0.9722222222222222,0.0751348,success,4.8
69,0.9953703703703703,0.9953488372093023,1.0,1.0,0.9907407407407407,0.07179731,success,4.65
70,0.9768518518518519,0.9767441860465117,0.9984567901234569,0.9813084112149533,0.9722222222222222,0.06884479,success,5.0
71,0.9537037037037037,0.9528301886792453,0.9877400548696845,0.9711538461538461,0.9351851851851852,0.084343344,success,3.97
72,0.9907407407407407,0.9907407407407407,0.9998285322359396,0.9907407407407407,0.9907407407407407,0.072484456,success,4.41
73,0.9861111111111112,0.986046511627907,0.999485596707819,0.9906542056074766,0.9814814814814815,0.07353697,success,4.29
74,0.9675925925925926,0.9671361502347416,0.9922839506172839,0.9809523809523809,0.9537037037037037,0.073085934,success,4.53
75,0.9907407407407407,0.9906542056074767,0.9986282578875172,1.0,0.9814814814814815,0.07450093,success,4.42
76,0.9722222222222222,0.9719626168224299,0.9983710562414265,0.9811320754716981,0.9629629629629629,0.07271944,success,4.41
77,0.9953703703703703,0.9953488372093023,1.0,1.0,0.9907407407407407,0.075668424,success,4.68
78,0.9953703703703703,0.9953488372093023,1.0,1.0,0.9907407407407407,0.074527934,success,4.26
79,0.9953703703703703,0.9953488372093023,1.0,1.0,0.9907407407407407,0.07481327,success,4.37
80,0.9907407407407407,0.9907407407407407,0.9997427983539094,0.9907407407407407,0.9907407407407407,0.07238979,success,4.54
81,0.9953703703703703,0.9953488372093023,1.0,1.0,0.9907407407407407,0.073402,success,4.58
82,0.9583333333333334,0.9585253456221199,0.9929698216735253,0.9541284403669725,0.9629629629629629,0.074086905,success,4.78
83,0.9814814814814815,0.9814814814814815,0.9992283950617283,0.9814814814814815,0.9814814814814815,0.07410038,success,4.7
84,0.9814814814814815,0.9811320754716981,0.9992283950617284,1.0,0.9629629629629629,0.07545959,success,4.43
85,0.9814814814814815,0.9814814814814815,0.9991426611796982,0.9814814814814815,0.9814814814814815,0.07507057,success,4.49
86,0.9861111111111112,0.9861751152073732,0.999485596707819,0.981651376146789,0.9907407407407407,0.07476903,success,4.13
87,0.9861111111111112,0.9859154929577464,0.9989711934156379,1.0,0.9722222222222222,0.07850341,success,4.39
88,0.9768518518518519,0.9765258215962442,0.9986282578875172,0.9904761904761905,0.9629629629629629,0.075856775,success,4.51
89,0.9629629629629629,0.963302752293578,0.9924554183813443,0.9545454545454546,0.9722222222222222,0.08475957,success,4.25
90,0.9629629629629629,0.963302752293578,0.9935699588477367,0.9545454545454546,0.9722222222222222,0.07777086,success,4.3
91,0.9444444444444444,0.9428571428571428,0.9889403292181069,0.9705882352941176,0.9166666666666666,0.083947495,success,4.22
92,0.9629629629629629,0.9622641509433962,0.992712620027435,0.9807692307692307,0.9444444444444444,0.08281341,success,4.02
93,0.9537037037037037,0.9545454545454546,0.9915980795610425,0.9375,0.9722222222222222,0.07449575,success,4.48
94,0.9537037037037037,0.9514563106796117,0.9942558299039781,1.0,0.9074074074074074,0.07655787,success,4.2
95,0.9074074074074074,0.9056603773584906,0.9680212620027434,0.9230769230769231,0.8888888888888888,0.10288757,success,5.14
96,0.9629629629629629,0.9622641509433962,0.9962277091906722,0.9807692307692307,0.9444444444444444,0.07779201,success,4.39
97,0.9490740740740741,0.9497716894977168,0.9925411522633745,0.9369369369369369,0.9629629629629629,0.07966945,success,4.2
98,0.9537037037037037,0.9545454545454546,0.9924554183813442,0.9375,0.9722222222222222,0.07353626,success,4.29
99,0.9398148148148148,0.9395348837209302,0.9824245541838135,0.9439252336448598,0.9351851851851852,0.079762705,success,3.91
100,0.9675925925925926,0.9677419354838711,0.9960562414266118,0.963302752293578,0.9722222222222222,0.079612166,success,4.07
101,0.9675925925925926,0.9671361502347416,0.9933984910836763,0.9809523809523809,0.9537037037037037,0.08348995,success,4.26
102,0.9675925925925926,0.9677419354838711,0.9958847736625513,0.963302752293578,0.9722222222222222,0.083022565,success,4.25
103,0.9675925925925926,0.9671361502347416,0.9954561042524006,0.9809523809523809,0.9537037037037037,0.08207418,success,4.09
104,0.9722222222222222,0.9722222222222222,0.9963134430727023,0.9722222222222222,0.9722222222222222,0.07909827,success,4.3
105,0.9490740740740741,0.951111111111111,0.982681755829904,0.9145299145299145,0.9907407407407407,0.07277906,success,4.52
106,0.9074074074074074,0.9107142857142858,0.9629629629629629,0.8793103448275862,0.9444444444444444,0.10255606,success,3.68
107,0.9583333333333334,0.9585253456221199,0.9945987654320988,0.9541284403669725,0.9629629629629629,0.07740803,success,4.01
108,0.6712962962962963,0.6844444444444444,0.7124485596707818,0.6581196581196581,0.7129629629629629,0.090986416,success,4.03
109,0.9259259259259259,0.9259259259259259,0.98079561042524,0.9259259259259259,0.9259259259259259,0.082909495,success,4.02
110,0.8981481481481481,0.897196261682243,0.954303840877915,0.9056603773584906,0.8888888888888888,0.10103893,success,3.75
111,0.9583333333333334,0.9589041095890412,0.9936556927297668,0.9459459459459459,0.9722222222222222,0.0803619,success,4.12
112,0.9444444444444444,0.9423076923076924,0.9914266117969821,0.98,0.9074074074074074,0.083809525,success,4.12
113,0.9629629629629629,0.9629629629629629,0.9959705075445816,0.9629629629629629,0.9629629629629629,0.08293906,success,3.99
114,0.9768518518518519,0.9767441860465117,0.9979423868312757,0.9813084112149533,0.9722222222222222,0.080830365,success,4.25
115,0.9768518518518519,0.9767441860465117,0.9980281207133059,0.9813084112149533,0.9722222222222222,0.07828862,success,4.12
116,0.9212962962962963,0.9223744292237445,0.9780521262002744,0.9099099099099099,0.9351851851851852,0.085381895,success,3.86
117,0.9537037037037037,0.9523809523809523,0.9928840877914952,0.9803921568627451,0.9259259259259259,0.08365521,success,3.9
118,0.8472222222222222,0.8571428571428571,0.9142661179698217,0.8048780487804879,0.9166666666666666,0.14170064,success,3.64
119,0.9722222222222222,0.9719626168224299,0.9977709190672154,0.9811320754716981,0.9629629629629629,0.07897399,success,4.14
120,0.9444444444444444,0.9433962264150944,0.9916838134430728,0.9615384615384616,0.9259259259259259,0.08376604,success,3.92
121,0.9444444444444444,0.9439252336448598,0.984139231824417,0.9528301886792453,0.9351851851851852,0.090410896,success,4.03
122,0.9675925925925926,0.9665071770334929,0.9973422496570644,1.0,0.9351851851851852,0.084114864,success,3.88
123,0.9722222222222222,0.9722222222222222,0.9967421124828532,0.9722222222222222,0.9722222222222222,0.07867122,success,4.19
124,0.9629629629629629,0.9622641509433962,0.9940843621399177,0.9807692307692307,0.9444444444444444,0.08559088,success,4.04
125,0.9722222222222222,0.9722222222222222,0.9960562414266119,0.9722222222222222,0.9722222222222222,0.08301443,success,4.06
126,0.9444444444444444,0.9459459459459458,0.9922839506172839,0.9210526315789473,0.9722222222222222,0.077048734,success,3.92
127,0.9490740740740741,0.9478672985781991,0.9885973936899862,0.970873786407767,0.9259259259259259,0.084217384,success,4.12
128,0.9490740740740741,0.9483568075117371,0.9915980795610425,0.9619047619047619,0.9351851851851852,0.0820866,success,3.85
129,0.9074074074074074,0.9056603773584906,0.9712791495198903,0.9230769230769231,0.8888888888888888,0.09745067,success,3.78
130,0.8564814814814815,0.8571428571428571,0.9194958847736625,0.8532110091743119,0.8611111111111112,0.10782548,success,3.62
131,0.9305555555555556,0.9308755760368663,0.9833676268861454,0.926605504587156,0.9351851851851852,0.09394488,success,3.71
132,0.8703703703703703,0.8585858585858587,0.9400720164609053,0.9444444444444444,0.7870370370370371,0.10071743,success,3.84
133,0.9490740740740741,0.9483568075117371,0.9857681755829903,0.9619047619047619,0.9351851851851852,0.09714884,success,3.86
134,0.7777777777777778,0.7575757575757577,0.8625685871056241,0.8333333333333334,0.6944444444444444,0.10777071,success,3.66
135,0.8101851851851852,0.8075117370892019,0.8877743484224965,0.819047619047619,0.7962962962962963,0.118178725,success,3.79
136,0.7361111111111112,0.7015706806282721,0.7524862825788752,0.8072289156626506,0.6203703703703703,0.099936664,success,4.04
137,0.7592592592592593,0.7636363636363638,0.8421639231824416,0.75,0.7777777777777778,0.13002917,success,3.46
138,0.8148148148148148,0.8214285714285715,0.8900034293552812,0.7931034482758621,0.8518518518518519,0.09991112,success,3.78
139,0.6990740740740741,0.6285714285714286,0.6988168724279835,0.8208955223880597,0.5092592592592593,0.124521315,success,4.66
140,0.8379629629629629,0.8401826484018264,0.9224965706447188,0.8288288288288288,0.8518518518518519,0.1042608,success,3.73
141,0.7731481481481481,0.7914893617021277,0.8595679012345678,0.7322834645669292,0.8611111111111112,0.11081852,success,3.65
142,0.7037037037037037,0.6734693877551021,0.7709190672153636,0.75,0.6111111111111112,0.115502074,success,3.68
143,0.8194444444444444,0.8368200836820084,0.9116083676268861,0.7633587786259542,0.9259259259259259,0.104895696,success,3.37
144,0.8194444444444444,0.7868852459016393,0.8989197530864197,0.96,0.6666666666666666,0.10818272,success,3.73
145,0.7685185185185185,0.7422680412371134,0.8462791495198904,0.8372093023255814,0.6666666666666666,0.121444866,success,3.71
146,0.8425925925925926,0.8547008547008547,0.9217249657064472,0.7936507936507936,0.9259259259259259,0.108436,success,3.55
147,0.6574074074074074,0.6262626262626262,0.6891289437585734,0.6888888888888889,0.5740740740740741,0.13127145,success,3.55
148,0.8333333333333334,0.834862385321101,0.8978909465020576,0.8272727272727273,0.8425925925925926,0.10415274,success,3.61
149,0.7175925925925926,0.683937823834197,0.8005829903978051,0.7764705882352941,0.6111111111111112,0.11542903,success,4.01
150,0.7407407407407407,0.7647058823529412,0.8106995884773662,0.7,0.8425925925925926,0.12875243,success,3.3
151,0.5972222222222222,0.6297872340425532,0.6028806584362141,0.5826771653543307,0.6851851851851852,0.11565151,success,3.91
152,0.7314814814814815,0.7289719626168224,0.7911522633744855,0.7358490566037735,0.7222222222222222,0.10716553,success,3.95
153,0.7129629629629629,0.7232142857142858,0.7887517146776406,0.6982758620689655,0.75,0.113024965,success,3.62
154,0.7546296296296297,0.7763713080168776,0.8278463648834019,0.7131782945736435,0.8518518518518519,0.11557253,success,3.81
155,0.7361111111111112,0.7710843373493975,0.7977537722908093,0.6808510638297872,0.8888888888888888,0.10705296,success,3.77
156,0.6898148148148148,0.5838509316770186,0.7484567901234568,0.8867924528301887,0.4351851851851852,0.1185319,success,3.63
157,0.6898148148148148,0.7172995780590717,0.7344821673525377,0.6589147286821705,0.7870370370370371,0.10971731,success,3.68
158,0.6018518518518519,0.6742424242424242,0.5985082304526749,0.5705128205128205,0.8240740740740741,0.109731615,success,3.69
159,0.6435185185185185,0.5333333333333333,0.7064471879286695,0.7719298245614035,0.4074074074074074,0.12934157,success,3.65
160,0.7037037037037037,0.6893203883495146,0.7890946502057613,0.7244897959183674,0.6574074074074074,0.13391435,success,3.75
161,0.7268518518518519,0.6740331491712708,0.8227023319615911,0.8356164383561644,0.5648148148148148,0.13183455,success,3.64
162,0.6805555555555556,0.5430463576158941,0.6615226337448559,0.9534883720930233,0.37962962962962965,0.13936381,success,3.65
163,0.7916666666666666,0.7826086956521738,0.866340877914952,0.8181818181818182,0.75,0.10694234,success,3.58
164,0.7268518518518519,0.766798418972332,0.7902949245541838,0.6689655172413793,0.8981481481481481,0.102084845,success,3.7
165,0.8009259259259259,0.7860696517412935,0.8856310013717421,0.8494623655913979,0.7314814814814815,0.11307821,success,3.67
166,0.8425925925925926,0.8454545454545456,0.9227537722908093,0.8303571428571429,0.8611111111111112,0.10776108,success,3.64
167,0.6111111111111112,0.43243243243243246,0.5901063100137174,0.8,0.2962962962962963,0.15352203,success,3.65
168,0.5740740740740741,0.3698630136986301,0.5150034293552812,0.7105263157894737,0.25,0.15413566,success,3.58
169,0.6712962962962963,0.6844444444444444,0.730281207133059,0.6581196581196581,0.7129629629629629,0.13876551,success,5.15
170,0.7268518518518519,0.7510548523206751,0.7962962962962963,0.689922480620155,0.8240740740740741,0.11412276,success,3.67
171,0.7361111111111112,0.7397260273972601,0.8032407407407407,0.7297297297297297,0.75,0.11478867,success,3.77
172,0.7453703703703703,0.7179487179487181,0.8113854595336076,0.8045977011494253,0.6481481481481481,0.13037302,success,3.75
173,0.6990740740740741,0.7280334728033472,0.7546296296296297,0.6641221374045801,0.8055555555555556,0.12369923,success,3.65
174,0.7268518518518519,0.7230046948356808,0.8111282578875171,0.7333333333333333,0.7129629629629629,0.119757056,success,3.6
175,0.7962962962962963,0.8070175438596491,0.8816872427983539,0.7666666666666667,0.8518518518518519,0.100679085,success,3.75
176,0.8148148148148148,0.8019801980198019,0.8858024691358024,0.8617021276595744,0.75,0.11266424,success,3.8
177,0.6851851851851852,0.6530612244897959,0.7460562414266116,0.7272727272727273,0.5925925925925926,0.14322037,success,3.86
178,0.7453703703703703,0.7120418848167539,0.83179012345679,0.8192771084337349,0.6296296296296297,0.1270405,success,3.53
179,0.7453703703703703,0.7393364928909952,0.7931241426611797,0.7572815533980582,0.7222222222222222,0.124542445,success,3.63
180,0.625,0.5621621621621622,0.6507201646090536,0.6753246753246753,0.48148148148148145,0.13774058,success,3.72
181,0.6990740740740741,0.6798029556650247,0.7414266117969821,0.7263157894736842,0.6388888888888888,0.13275728,success,3.57
182,0.6759259259259259,0.5977011494252873,0.7315672153635117,0.7878787878787878,0.48148148148148145,0.15007757,success,5.19
183,0.7731481481481481,0.7586206896551724,0.8533093278463649,0.8105263157894737,0.7129629629629629,0.11592597,success,6.24
184,0.6342592592592593,0.6550218340611353,0.6682098765432097,0.6198347107438017,0.6944444444444444,0.11507293,success,528.09
185,0.7731481481481481,0.7537688442211055,0.8570816186556928,0.8241758241758241,0.6944444444444444,0.12722954,success,5.15
